,name,price,year,kms,fuel,city,homedrive,emi
1435,Toyota Etios Liva G,₹ 3.23 Lakh,2012,"43,953 km",Petrol,Hyderabad,Home Test Drive,
1436,Maruti Suzuki Swift VXi,₹ 3.11 Lakh,2012,"85,753 km",Petrol,Hyderabad,Home Test Drive,
1437,Mahindra XUV500 W8,₹ 7.38 Lakh,2015,"68,107 km",Diesel,Hyderabad,Home Test Drive,"EMI starts at₹12,255"
1438,Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 2.9 Lakh,2014,"90,446 km",CNG,Hyderabad,Home Test Drive,"EMI starts at₹4,815"
1439,Maruti Suzuki Baleno Delta 1.2,₹ 4.86 Lakh,2016,"45,487 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹8,070"
1440,Maruti Suzuki Baleno Zeta 1.2,₹ 4.87 Lakh,2016,"28,225 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹8,087"
1441,Mahindra XUV500 W8,₹ 7.44 Lakh,2013,"74,570 km",Diesel,Hyderabad,Home Test Drive,"EMI starts at₹12,355"
1442,Maruti Suzuki Wagon R 1.0 VXi,₹ 2.67 Lakh,2012,"47,085 km",Petrol,Hyderabad,Home Test Drive,
1443,Hyundai Eon Era +,₹ 2.2 Lakh,2014,"74,067 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹3,651"
1444,Maruti Suzuki Swift DZire VXI,₹ 3.54 Lakh,2013,"69,147 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹5,879"
1445,Maruti Suzuki Swift DZire VDI,₹ 3.92 Lakh,2012,"1,36,082 km",Diesel,Hyderabad,Home Test Drive,
1446,Hyundai i20 Active 1.2 SX,₹ 5.86 Lakh,2016,"75,012 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹9,733"
1447,Maruti Suzuki Swift LXi,₹ 3.14 Lakh,2011,"23,874 km",Petrol,Hyderabad,Home Test Drive,
1448,Maruti Suzuki Baleno Delta 1.3,₹ 6.49 Lakh,2018,"80,908 km",Diesel,Hyderabad,,"EMI starts at₹10,777"
1449,Maruti Suzuki Swift VXi ABS,₹ 4.35 Lakh,2017,"38,240 km",Petrol,Hyderabad,Quality Report,"EMI starts at₹7,223"
1450,Renault Kwid RXL [2015-2019],₹ 3.06 Lakh,2016,"48,698 km",Petrol,Hyderabad,,"EMI starts at₹5,081"
1451,Hyundai i20 Magna (O) 1.2,₹ 2.73 Lakh,2011,"85,968 km",Petrol,Hyderabad,Home Test Drive,
1452,Maruti Suzuki Alto K10 LXi,₹ 1.8 Lakh,2010,"19,216 km",Petrol,Hyderabad,Home Test Drive,
1453,Tata Tiago Revotron XT [2016-2019],₹ 3.8 Lakh,2016,"53,713 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹6,305"
1454,Maruti Suzuki Alto LXi BS-III,₹ 1.61 Lakh,2009,"30,867 km",Petrol,Hyderabad,Home Test Drive,
1455,Renault Triber RXZ [2019-2020],₹ 5.69 Lakh,2019,"8,748 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹9,457"
1456,Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.18 Lakh,2013,"49,015 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹3,625"
1457,Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.17 Lakh,2012,"42,481 km",Petrol,Hyderabad,Home Test Drive,
1458,Hyundai i10 Era 1.1 iRDE2 [2010-2017],₹ 2.12 Lakh,2011,"76,088 km",Petrol,Hyderabad,Home Test Drive,
1459,Honda Brio S(O)MT,₹ 2.91 Lakh,2012,"59,849 km",Petrol,Hyderabad,Home Test Drive,
1460,Maruti Suzuki Alto K10 LXi,₹ 2.41 Lakh,2014,"19,915 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹4,003"
1461,Honda Brio V MT,₹ 2.67 Lakh,2012,"82,089 km",Petrol,Hyderabad,Home Test Drive,
1462,Maruti Suzuki Alto LXi BS-III,₹ 3.21 Lakh,2020,"40,668 km",Petrol,Hyderabad,Quality Report,"EMI starts at₹5,330"
1463,Hyundai i20 Magna 1.2,₹ 3.29 Lakh,2011,"93,357 km",Petrol,Hyderabad,Quality Report,
1464,Hyundai Xcent S 1.2 (O),₹ 4.21 Lakh,2014,"71,803 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹6,991"
1465,Maruti Suzuki Alto 800 Lxi,₹ 2.37 Lakh,2013,"11,528 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹3,935"
1466,Nissan Terrano XL D Plus,₹ 7.14 Lakh,2016,"50,469 km",Diesel,Hyderabad,Home Test Drive,"EMI starts at₹11,857"
1467,Maruti Suzuki Baleno Delta 1.2,₹ 7.37 Lakh,2021,"16,558 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹12,239"
1468,Hyundai i20 Active 1.2 S,₹ 5.36 Lakh,2015,"38,510 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹8,901"
1469,Renault Kwid RXT [2015-2019],₹ 4.17 Lakh,2018,"40,952 km",Petrol,Hyderabad,Home Test Drive,"EMI starts at₹6,924"
1470,Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.09 Lakh,2017,"92,890 km",Petrol,Hyderabad,Quality Report,"EMI starts at₹6,792"
1471,Toyota Etios G,₹ 4.21 Lakh,2013,"40,106 km",Petrol,Hyderabad,Quality Report,"EMI starts at₹6,991"
1472,Mahindra Thar CRDe 4x4 Non AC,₹ 7.98 Lakh,2018,"23,583 km",Diesel,Hyderabad,Home Test Drive,"EMI starts at₹13,252"
1473,Mahindra Thar CRDe 4x4 Non AC,₹ 7.91 Lakh,2016,"46,460 km",Diesel,Hyderabad,Home Test Drive,"EMI starts at₹13,140"
1474,Honda City V MT AVN,₹ 4.4 Lakh,2012,"86,435 km",Petrol,Hyderabad,Home Test Drive,
1475,Hyundai i20 Magna (O) 1.2,₹ 2.95 Lakh,2012,"52,874 km",Petrol,Hyderabad,Home Test Drive,
1476,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.76 Lakh,2019,"32,112 km",Petrol,Hyderabad,Quality Report,"EMI starts at₹7,904"
1477,Maruti Suzuki Ciaz VDi [2014-2015],₹ 6.28 Lakh,2015,"43,454 km",Diesel,Hyderabad,Home Test Drive,"EMI starts at₹10,433"
1478,Honda Jazz S MT [2015-2016],₹ 5.57 Lakh,2018,"26,489 km",Petrol,Hyderabad,Quality Report,"EMI starts at₹9,249"
1479,Maruti Suzuki Ritz Vdi BS-IV,₹ 2.95 Lakh,2011,"92,497 km",Diesel,Hyderabad,Quality Report,
1480,Maruti Suzuki Swift VXi,₹ 3.98 Lakh,2012,"37,769 km",Petrol,Hyderabad,Home Test Drive,
1481,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 5.44 Lakh,2020,"64,109 km",CNG,Hyderabad,Home Test Drive,"EMI starts at₹9,034"
1482,Honda Amaze 1.2 S i-VTEC,₹ 3.95 Lakh,2014,"65,636 km",Petrol,Pune,Home Test Drive,"EMI starts at₹6,559"
1483,Mercedes-Benz E-Class E350 CDI Avantgarde,₹ 25.85 Lakh,2014,"71,272 km",Diesel,Pune,Home Test Drive,"EMI starts at₹42,928"
1484,Jaguar XF 2.2 Diesel,₹ 19.5 Lakh,2015,"42,000 km",Diesel,Pune,Home Test Drive,"EMI starts at₹32,383"
1485,Honda City V,₹ 10.6 Lakh,2019,"12,382 km",Petrol,Pune,Home Test Drive,"EMI starts at₹17,603"
1486,Volkswagen Tiguan Highline TDI,₹ 30.9 Lakh,2020,"24,000 km",Diesel,Pune,,"EMI starts at₹51,314"
1487,Mahindra Scorpio 2021 S11 4WD 7 STR,₹ 23.75 Lakh,2021,"4,170 km",Diesel,Pune,,"EMI starts at₹39,440"
1488,BMW X3 xDrive 20d Luxury Line [2018-2020],₹ 48 Lakh,2018,"63,584 km",Diesel,Pune,Home Test Drive,"EMI starts at₹79,712"
1489,Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],₹ 19.5 Lakh,2019,"1,08,000 km",Diesel,Pune,,"EMI starts at₹32,383"
1490,Hyundai Verna Fluidic 1.6 CRDi SX,₹ 5.5 Lakh,2014,"79,649 km",Diesel,Pune,Home Test Drive,"EMI starts at₹9,133"
1491,Maruti Suzuki Vitara Brezza VDi,₹ 8.7 Lakh,2019,"44,091 km",Diesel,Pune,Home Test Drive,"EMI starts at₹14,447"
1492,Hyundai Creta E Plus 1.4 CRDI,₹ 11.5 Lakh,2019,"14,941 km",Diesel,Pune,Home Test Drive,"EMI starts at₹19,097"
1493,Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.75 Lakh,2018,"89,739 km",CNG,Pune,Home Test Drive,"EMI starts at₹7,888"
1494,Toyota Etios G,₹ 4.25 Lakh,2013,"51,602 km",Petrol,Pune,Home Test Drive,"EMI starts at₹7,057"
1495,Maruti Suzuki Celerio VXi,₹ 5.95 Lakh,2022,"12,290 km",Petrol,Pune,Home Test Drive,"EMI starts at₹9,880"
1496,Volkswagen Ameo Highline1.5L (D) [2016-2018],₹ 6.9 Lakh,2018,"74,290 km",Diesel,Pune,Home Test Drive,"EMI starts at₹11,458"
1497,Maruti Suzuki Swift DZire VDI,₹ 6.25 Lakh,2015,"74,993 km",Diesel,Pune,Home Test Drive,"EMI starts at₹10,379"
1498,Maruti Suzuki Swift VXi,₹ 5.5 Lakh,2015,"47,839 km",Petrol,Pune,Home Test Drive,"EMI starts at₹9,133"
1499,Maruti Suzuki Ritz Zxi BS-IV,₹ 4.15 Lakh,2014,"50,882 km",Petrol,Pune,Home Test Drive,"EMI starts at₹6,891"
1500,Maruti Suzuki Swift Dzire VXI,₹ 6.15 Lakh,2016,"42,279 km",Petrol,Pune,Home Test Drive,"EMI starts at₹10,213"
1501,Tata Nexon XE,₹ 7 Lakh,2017,"34,580 km",Petrol,Pune,Home Test Drive,"EMI starts at₹11,624"
1502,Hyundai Elite i20 Asta 1.2,₹ 6.75 Lakh,2017,"33,769 km",Petrol,Pune,Home Test Drive,"EMI starts at₹11,209"
1503,Honda WR-V VX MT Diesel,₹ 8.5 Lakh,2017,"73,478 km",Diesel,Pune,Home Test Drive,"EMI starts at₹14,115"
1504,Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 18.5 Lakh,2020,"49,486 km",Diesel,Pune,Home Test Drive,"EMI starts at₹30,722"
1505,Maruti Suzuki Baleno Delta 1.2 AT,₹ 7.25 Lakh,2017,"3,166 km",Petrol,Pune,Home Test Drive,"EMI starts at₹12,039"
1506,Volkswagen Ameo Highline1.2L (P) [2016-2018],₹ 5.24 Lakh,2017,"37,227 km",Petrol,Pune,Home Test Drive,"EMI starts at₹8,701"
1507,Toyota Yaris V CVT,₹ 10.9 Lakh,2019,"41,059 km",Petrol,Pune,,"EMI starts at₹18,101"
1508,Toyota Corolla Altis VL AT Petrol,₹ 16.5 Lakh,2018,"25,914 km",Petrol,Pune,Home Test Drive,"EMI starts at₹27,401"
1509,Hyundai Elantra 1.6 SX (O) AT,₹ 18.75 Lakh,2018,"40,916 km",Diesel,Pune,Home Test Drive,"EMI starts at₹31,137"
1510,Maruti Suzuki Baleno Zeta 1.2,₹ 6.5 Lakh,2016,"33,726 km",Petrol,Pune,Home Test Drive,"EMI starts at₹10,794"
1511,BMW X7 xDrive30d DPE Signature 7STR,₹ 1.35 Crore,2022,"10,000 km",Diesel,Pune,Home Test Drive,EMI starts at₹2.24 L
1512,Skoda Rapid 1.6 MPI Ambition,₹ 10 Lakh,2020,"4,783 km",Petrol,Pune,Home Test Drive,"EMI starts at₹16,606"
1513,Skoda Superb Sportline AT,₹ 34.9 Lakh,2021,"47,000 km",Petrol,Pune,Home Test Drive,"EMI starts at₹57,957"
1514,Mercedes-Benz GLC Coupe 300d 4MATIC,₹ 85 Lakh,2022,"10,000 km",Diesel,Pune,Home Test Drive,EMI starts at₹1.41 L
1515,Mahindra Scorpio 2021 S5 2WD 7 STR,₹ 11.5 Lakh,2017,"88,661 km",Diesel,Pune,Home Test Drive,"EMI starts at₹19,097"
1516,Maruti Suzuki Ciaz VDi+ SHVS,₹ 7.25 Lakh,2016,"71,300 km",Diesel,Pune,Home Test Drive,"EMI starts at₹12,039"
1517,Mercedes-Benz GLS 400d 4MATIC,₹ 1.35 Crore,2022,"12,000 km",Diesel,Pune,,EMI starts at₹2.24 L
1518,Toyota Corolla Altis G Diesel,₹ 6.5 Lakh,2012,"37,796 km",Diesel,Pune,Home Test Drive,
1519,Mercedes-Benz S-Class (W222) Maybach S 560 Maestro Edition,₹ 1.48 Crore,2020,"53,000 km",Petrol,Pune,Home Test Drive,EMI starts at₹2.46 L
1520,Honda Amaze 1.2 S MT Petrol [2018-2020],₹ 6.85 Lakh,2019,"22,000 km",Petrol,Pune,Home Test Drive,"EMI starts at₹11,375"
1521,Maruti Suzuki Celerio VXi (O) CNG [2019-2020],₹ 5.5 Lakh,2019,"69,480 km",CNG,Pune,Home Test Drive,"EMI starts at₹9,133"
1522,Mercedes-Benz CLA 200 D Urban Sport,₹ 33 Lakh,2019,"22,000 km",Diesel,Pune,Home Test Drive,"EMI starts at₹54,802"
1523,Hyundai i20 Magna (O) 1.2,₹ 4.25 Lakh,2014,"74,050 km",Petrol,Pune,,"EMI starts at₹7,057"
1524,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.25 Lakh,2017,"39,200 km",Petrol,Pune,Home Test Drive,"EMI starts at₹8,718"
1525,Mercedes-Benz CLA 200 CDI Sport,₹ 31.9 Lakh,2019,"18,000 km",Diesel,Pune,Home Test Drive,"EMI starts at₹52,975"
1526,BMW X1 sDrive20i xLine,₹ 41.9 Lakh,2021,"19,000 km",Petrol,Pune,Home Test Drive,
1527,Mahindra TUV300 T8 AMT mHAWK100,₹ 6 Lakh,2015,"1,23,155 km",Diesel,Pune,,"EMI starts at₹9,964"
1528,Honda City ZX CVT Petrol [2017-2019],₹ 10.5 Lakh,2018,"39,000 km",Petrol,Pune,,"EMI starts at₹17,437"
1529,Hyundai Santro Magna CNG [2018-2020],₹ 5.1 Lakh,2019,"78,600 km",CNG,Pune,,"EMI starts at₹8,469"
1530,Ford EcoSport Titanium 1.5L TDCi,₹ 10.35 Lakh,2019,"43,000 km",Diesel,Pune,,"EMI starts at₹17,187"
1531,Mercedes-Benz GLE 300d 4MATIC LWB,₹ 86 Lakh,2020,"34,000 km",Diesel,Pune,Home Test Drive,EMI starts at₹1.43 L
1532,Maruti Suzuki Swift Dzire VDI,₹ 7.25 Lakh,2017,"86,000 km",Diesel,Pune,,"EMI starts at₹12,039"
1533,Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.2 Lakh,2016,"43,447 km",Petrol,Pune,,"EMI starts at₹10,296"
1534,Hyundai Verna Fluidic 1.6 VTVT SX,₹ 10.7 Lakh,2018,"21,346 km",Petrol,Pune,,"EMI starts at₹17,769"
1535,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 22.25 Lakh,2019,"1,30,050 km",Diesel,Pune,,"EMI starts at₹36,949"
1536,Maruti Suzuki Swift VXi ABS [2014-2017],₹ 4.55 Lakh,2015,"75,678 km",Petrol,Pune,,"EMI starts at₹7,556"
1537,Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 14.5 Lakh,2018,"47,000 km",Diesel,Pune,,"EMI starts at₹24,079"
1538,Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 14.5 Lakh,2018,"47,000 km",Diesel,Pune,,"EMI starts at₹24,079"
1539,Hyundai Venue SX 1.0 (O) Petrol [2019-2020],₹ 9.75 Lakh,2021,"8,000 km",Petrol,Pune,,"EMI starts at₹16,191"
1540,Mercedes-Benz GLE 250 d,₹ 50 Lakh,2018,"42,000 km",Diesel,Pune,Home Test Drive,"EMI starts at₹83,033"
1541,Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 3.45 Lakh,2014,"76,256 km",CNG,Pune,,"EMI starts at₹5,729"
1542,Honda City V,₹ 6.35 Lakh,2015,"97,000 km",Petrol,Pune,,"EMI starts at₹10,545"
1543,Volkswagen Vento Highline Diesel,₹ 4.05 Lakh,2012,"84,110 km",Diesel,Pune,,
1544,Maruti Suzuki A-Star Vxi,₹ 2 Lakh,2010,"86,010 km",Petrol,Pune,,
1545,Tata Manza Elan Quadrajet BS-IV,₹ 2.5 Lakh,2011,"88,997 km",Diesel,Pune,Home Test Drive,
1546,BMW 5 Series 530i M Sport [2019-2019],₹ 74 Lakh,2021,"3,800 km",Petrol,Pune,Home Test Drive,EMI starts at₹1.23 L
1547,Audi A6 35 TDI Matrix,₹ 41.9 Lakh,2019,"40,000 km",Diesel,Pune,Home Test Drive,"EMI starts at₹69,582"
1548,BMW X5 xDrive 30d Expedition,₹ 62 Lakh,2019,"50,000 km",Diesel,Pune,Home Test Drive,EMI starts at₹1.03 L
1549,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 14.25 Lakh,2020,"21,077 km",Diesel,Pune,,"EMI starts at₹23,664"
1550,BMW 3 Series Gran Limousine 330Li M Sport First Edition,₹ 58 Lakh,2021,"2,000 km",Petrol,Pune,Home Test Drive,"EMI starts at₹96,318"
1551,Audi Q7 45 TDI Premium Plus,₹ 52 Lakh,2017,"48,000 km",Diesel,Pune,Home Test Drive,
1552,Skoda Fabia Ambition Plus 1.2 TDI CR,₹ 3.95 Lakh,2014,"39,209 km",Diesel,Pune,Home Test Drive,"EMI starts at₹6,559"
1553,Maruti Suzuki Baleno RS 1.0,₹ 6.45 Lakh,2017,"22,887 km",Petrol,Pune,,"EMI starts at₹10,711"
1554,Mercedes-Benz EQC 400 4MATIC,₹ 95 Lakh,2022,"3,200 km",Electric,Pune,Home Test Drive,EMI starts at₹1.58 L
